TestName,SubItem,SubSubItem,test time(s),Atlas_test_time(s),Atlas_SubItem,Atlas_Item,Is_Found,Commnet
USBC,LDCM_AceSBU1_10K200nF,Calculated_Resistance,0.001261,0.000554,LDCM_AceSBU1_10K200nF,USBC LDCM_AceSBU1_10K200nF Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU1_10K200nF,Calculated_Capacitance,0.001278,0.000544,LDCM_AceSBU1_10K200nF,USBC LDCM_AceSBU1_10K200nF Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU1_10K200nF,Calculated_Impedance_Magnitude,0.001209,0.000553,LDCM_AceSBU1_10K200nF,USBC LDCM_AceSBU1_10K200nF Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU1_10K200nF,Calculated_Impedance_Phase,0.001184,0.000524,LDCM_AceSBU1_10K200nF,USBC LDCM_AceSBU1_10K200nF Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU1_10K200nF,Disconnect_Res,0.017077,0.016898,LDCM_AceSBU1_10K200nF,USBC LDCM_AceSBU1_10K200nF Disconnect_Res,Y,short time
USBC,LDCM_AceSBU1_10K200nF,SystemScheduler,0.018080+0.104021+4.620874+0.013836+0.001987+0.001334+0.001278+0.001261+0.001278+0.001209+0.001184+0.017077,4.738147,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_Open,Connect_Res,0.016789,0.015980,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Connect_Res,Y,short time
USBC,LDCM_AceSBU2_Open,DELAY_100MS,0.107571,0.113178,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open DELAY_100MS,Y,long time
USBC,LDCM_AceSBU2_Open,Cmds_Send,4.611059,4.585909,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Cmds_Send,Y,short time
USBC,LDCM_AceSBU2_Open,DELAY_10MS,0.013687,0.018865,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open DELAY_10MS_1,N,long time
USBC,LDCM_AceSBU2_Open,Voltage_Channel_THD,0.002681,0.000843,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_Open,TIA_Channel_THD,0.001213,0.000967,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_Open,Leakage_Current_THD,0.001182,0.000527,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_Open,Voltage_Channel_SNR,0.001493,0.000552,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_Open,Voltage_SNR_closest_freq,0.001151,0.000536,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_Open,TIA_Channel_SNR,0.001816,0.000538,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_Open,TIA_SNR_closest_freq,0.001166,0.000532,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_Open,Leakage_Current_SNR,0.001138,0.000489,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_Open,Current_SNR_closest_freq,0.001142,0.000528,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_Open,Voltage_Channel_Amplitude,0.001311,0.000541,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Voltage_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_Open,Voltage_Channel_Phase,0.001433,0.000509,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Voltage_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_Open,TIA_Channel_Amplitude,0.001161,0.000537,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open TIA_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_Open,TIA_Channel_Phase,0.001109,0.000506,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open TIA_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_Open,Current_Channel_Amplitude,0.001539,0.000499,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Current_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_Open,Current_Channel_Phase,0.001134,0.000504,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Current_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_Open,Calculated_Resistance,0.001174,0.000528,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU2_Open,Calculated_Capacitance,0.001746,0.000540,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU2_Open,Calculated_Impedance_Magnitude,0.001470,0.000539,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU2_Open,Calculated_Impedance_Phase,0.001134,0.000503,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU2_Open,Disconnect_Res,0.017215,0.017016,LDCM_AceSBU2_Open,USBC LDCM_AceSBU2_Open Disconnect_Res,Y,short time
USBC,LDCM_AceSBU2_Open,SystemScheduler,0.016789+0.107571+4.611059+0.013687+0.002681+0.001213+0.001182+0.001493+0.001151+0.001816+0.001166+0.001138+0.001142+0.001311+0.001433+0.001161+0.001109+0.001539+0.001134+0.001174+0.001746+0.001470+0.001134+0.017215,4.761666,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_1nF,Connect_Cap,0.017282,0.016161,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Connect_Cap,Y,short time
USBC,LDCM_AceSBU2_1nF,DELAY_100MS,0.107744,0.108618,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF DELAY_100MS,Y,long time
USBC,LDCM_AceSBU2_1nF,Cmds_Send,4.597484,4.606670,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Cmds_Send,Y,long time
USBC,LDCM_AceSBU2_1nF,DELAY_10MS_1,0.015223,0.022418,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF DELAY_10MS_1,Y,long time
USBC,LDCM_AceSBU2_1nF,Voltage_Channel_THD,0.002696,0.001140,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1nF,TIA_Channel_THD,0.001160,0.000757,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1nF,Leakage_Current_THD,0.001268,0.000533,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_1nF,Voltage_Channel_SNR,0.001140,0.000522,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1nF,Voltage_SNR_closest_freq,0.001443,0.000532,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1nF,TIA_Channel_SNR,0.001194,0.000549,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1nF,TIA_SNR_closest_freq,0.001548,0.000567,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1nF,Leakage_Current_SNR,0.001425,0.000544,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_1nF,Current_SNR_closest_freq,0.001739,0.000530,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1nF,Voltage_Channel_Amplitude,0.001304,0.000538,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Voltage_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1nF,Voltage_Channel_Phase,0.001452,0.000505,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Voltage_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1nF,TIA_Channel_Amplitude,0.001152,0.000543,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF TIA_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1nF,TIA_Channel_Phase,0.001427,0.000504,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF TIA_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1nF,Current_Channel_Amplitude,0.001234,0.000505,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Current_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1nF,Current_Channel_Phase,0.001330,0.000498,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Current_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1nF,Calculated_Resistance,0.001258,0.000541,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU2_1nF,Calculated_Capacitance,0.001155,0.000538,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU2_1nF,Calculated_Impedance_Magnitude,0.001477,0.000532,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU2_1nF,Calculated_Impedance_Phase,0.001397,0.000500,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU2_1nF,Disconnect_Cap,0.017226,0.017143,LDCM_AceSBU2_1nF,USBC LDCM_AceSBU2_1nF Disconnect_Cap,Y,short time
USBC,LDCM_AceSBU2_1nF,SystemScheduler,0.017282+0.107744+4.597484+0.015223+0.002696+0.001160+0.001268+0.001140+0.001443+0.001194+0.001548+0.001425+0.001739+0.001304+0.001452+0.001152+0.001427+0.001234+0.001330+0.001258+0.001155+0.001477+0.001397+0.017226,4.781888,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_2nF,Connect_Cap,0.016800,0.016217,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Connect_Cap,Y,short time
USBC,LDCM_AceSBU2_2nF,DELAY_100MS,0.108730,0.106898,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF DELAY_100MS,Y,short time
USBC,LDCM_AceSBU2_2nF,Cmds_Send,4.604815,4.588503,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Cmds_Send,Y,short time
USBC,LDCM_AceSBU2_2nF,DELAY_10MS_1,0.012606,0.021619,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF DELAY_10MS_1,Y,long time
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_THD,0.002771,0.000874,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_2nF,TIA_Channel_THD,0.001227,0.000641,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_2nF,Leakage_Current_THD,0.001223,0.000532,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_SNR,0.001206,0.000744,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_2nF,Voltage_SNR_closest_freq,0.001234,0.000577,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_2nF,TIA_Channel_SNR,0.001314,0.000576,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_2nF,TIA_SNR_closest_freq,0.001240,0.000559,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_2nF,Leakage_Current_SNR,0.001571,0.000557,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_2nF,Current_SNR_closest_freq,0.001158,0.000551,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_Amplitude,0.001183,0.000555,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Voltage_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_Phase,0.001489,0.000511,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Voltage_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_2nF,TIA_Channel_Amplitude,0.001273,0.000558,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF TIA_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_2nF,TIA_Channel_Phase,0.001423,0.000642,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF TIA_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_2nF,Current_Channel_Amplitude,0.001232,0.000552,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Current_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_2nF,Current_Channel_Phase,0.001420,0.000642,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Current_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_2nF,Calculated_Resistance,0.001406,0.000589,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU2_2nF,Calculated_Capacitance,0.001190,0.000598,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU2_2nF,Calculated_Impedance_Magnitude,0.001686,0.000579,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU2_2nF,Calculated_Impedance_Phase,0.001186,0.000551,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU2_2nF,Disconnect_Cap,0.017758,0.017029,LDCM_AceSBU2_2nF,USBC LDCM_AceSBU2_2nF Disconnect_Cap,Y,short time
USBC,LDCM_AceSBU2_2nF,SystemScheduler,0.016800+0.108730+4.604815+0.012606+0.002771+0.001227+0.001223+0.001206+0.001234+0.001314+0.001240+0.001571+0.001158+0.001183+0.001489+0.001273+0.001423+0.001232+0.001420+0.001406+0.001190+0.001686+0.001186+0.017758,4.761654,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_3nF,Connect_Cap,0.017244,0.016110,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Connect_Cap,Y,short time
USBC,LDCM_AceSBU2_3nF,DELAY_100MS,0.103392,0.107029,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF DELAY_100MS,Y,long time
USBC,LDCM_AceSBU2_3nF,Cmds_Send,4.608716,4.590138,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Cmds_Send,Y,short time
USBC,LDCM_AceSBU2_3nF,DELAY_10MS_1,0.011865,0.021654,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF DELAY_10MS_1,Y,long time
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_THD,0.002162,0.000963,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_3nF,TIA_Channel_THD,0.001563,0.000990,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_3nF,Leakage_Current_THD,0.001349,0.000580,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_SNR,0.001612,0.000554,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_3nF,Voltage_SNR_closest_freq,0.001406,0.000542,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_3nF,TIA_Channel_SNR,0.002304,0.000537,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_3nF,TIA_SNR_closest_freq,0.001150,0.000534,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_3nF,Leakage_Current_SNR,0.001467,0.000530,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_3nF,Current_SNR_closest_freq,0.001139,0.000537,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_Amplitude,0.001284,0.000538,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Voltage_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_Phase,0.001386,0.000511,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Voltage_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_3nF,TIA_Channel_Amplitude,0.001154,0.000714,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF TIA_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_3nF,TIA_Channel_Phase,0.001236,0.000543,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF TIA_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_3nF,Current_Channel_Amplitude,0.001341,0.000520,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Current_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_3nF,Current_Channel_Phase,0.001483,0.000514,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Current_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_3nF,Calculated_Resistance,0.001437,0.000533,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU2_3nF,Calculated_Capacitance,0.001408,0.000534,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU2_3nF,Calculated_Impedance_Magnitude,0.001410,0.000540,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU2_3nF,Calculated_Impedance_Phase,0.001426,0.000512,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU2_3nF,Disconnect_Cap,0.017740,0.017613,LDCM_AceSBU2_3nF,USBC LDCM_AceSBU2_3nF Disconnect_Cap,Y,short time
USBC,LDCM_AceSBU2_3nF,SystemScheduler,0.017244+0.103392+4.608716+0.011865+0.002162+0.001563+0.001349+0.001612+0.001406+0.002304+0.001150+0.001467+0.001139+0.001284+0.001386+0.001154+0.001236+0.001341+0.001483+0.001437+0.001408+0.001410+0.001426+0.017740,4.76377,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_1M,Connect_Res,0.017111,0.016388,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Connect_Res,Y,short time
USBC,LDCM_AceSBU2_1M,DELAY_100MS,0.109137,0.115137,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M DELAY_100MS,Y,long time
USBC,LDCM_AceSBU2_1M,Cmds_Send,4.617457,4.594064,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Cmds_Send,Y,short time
USBC,LDCM_AceSBU2_1M,DELAY_10MS_1,0.016426,0.020664,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M DELAY_10MS_1,Y,long time
USBC,LDCM_AceSBU2_1M,Voltage_Channel_THD,0.002321,0.001768,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1M,TIA_Channel_THD,0.001180,0.000818,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1M,Leakage_Current_THD,0.001236,0.000577,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_1M,Voltage_Channel_SNR,0.001251,0.000559,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1M,Voltage_SNR_closest_freq,0.001337,0.000540,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M,TIA_Channel_SNR,0.001194,0.000556,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1M,TIA_SNR_closest_freq,0.001815,0.000534,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M,Leakage_Current_SNR,0.001226,0.000528,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_1M,Current_SNR_closest_freq,0.001140,0.000540,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M,Voltage_Channel_Amplitude,0.001145,0.000525,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Voltage_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1M,Voltage_Channel_Phase,0.001105,0.000500,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Voltage_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1M,TIA_Channel_Amplitude,0.001592,0.000547,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M TIA_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1M,TIA_Channel_Phase,0.001131,0.000506,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M TIA_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1M,Current_Channel_Amplitude,0.001193,0.000503,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Current_Channel_Amplitude,Y,short time
USBC,LDCM_AceSBU2_1M,Current_Channel_Phase,0.001442,0.000492,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Current_Channel_Phase,Y,short time
USBC,LDCM_AceSBU2_1M,Calculated_Resistance,0.001134,0.000535,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Calculated_Resistance,Y,short time
USBC,LDCM_AceSBU2_1M,Calculated_Capacitance,0.001464,0.000545,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Calculated_Capacitance,Y,short time
USBC,LDCM_AceSBU2_1M,Calculated_Impedance_Magnitude,0.001125,0.000605,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Calculated_Impedance_Magnitude,Y,short time
USBC,LDCM_AceSBU2_1M,Calculated_Impedance_Phase,0.001650,0.000580,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Calculated_Impedance_Phase,Y,short time
USBC,LDCM_AceSBU2_1M,Disconnect_Res,0.017388,0.015926,LDCM_AceSBU2_1M,USBC LDCM_AceSBU2_1M Disconnect_Res,Y,short time
USBC,LDCM_AceSBU2_1M,SystemScheduler,0.017111+0.109137+4.617457+0.016426+0.002321+0.001180+0.001236+0.001251+0.001337+0.001194+0.001815+0.001226+0.001140+0.001145+0.001105+0.001592+0.001131+0.001193+0.001442+0.001134+0.001464+0.001125+0.001650+0.017388,4.773937,,,,
,,,,,,,,
,,,,,,,,
USBC,LDCM_AceSBU2_1M5,Connect_Res,0.016710,0.015868,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Connect_Res,Y,short time
USBC,LDCM_AceSBU2_1M5,DELAY_100MS,0.103958,0.116320,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 DELAY_100MS,Y,long time
USBC,LDCM_AceSBU2_1M5,Cmds_Send,4.594866,4.600594,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Cmds_Send,Y,long time
USBC,LDCM_AceSBU2_1M5,DELAY_10MS_1,0.014378,0.017796,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 DELAY_10MS_1,Y,long time
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_THD,0.002636,0.000850,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Voltage_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1M5,TIA_Channel_THD,0.001172,0.000724,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 TIA_Channel_THD,Y,short time
USBC,LDCM_AceSBU2_1M5,Leakage_Current_THD,0.001239,0.000878,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Leakage_Current_THD,Y,short time
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_SNR,0.001366,0.000618,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Voltage_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1M5,Voltage_SNR_closest_freq,0.001139,0.000520,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Voltage_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M5,TIA_Channel_SNR,0.001261,0.000527,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 TIA_Channel_SNR,Y,short time
USBC,LDCM_AceSBU2_1M5,TIA_SNR_closest_freq,0.001402,0.000517,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 TIA_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M5,Leakage_Current_SNR,0.001121,0.000526,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Leakage_Current_SNR,Y,short time
USBC,LDCM_AceSBU2_1M5,Current_SNR_closest_freq,0.001265,0.000525,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Current_SNR_closest_freq,Y,short time
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_Amplitude,0.001374,0.000527,LDCM_AceSBU2_1M5,USBC LDCM_AceSBU2_1M5 Voltage_Channel_Amplitude,Y,short time
